date,num_employees,country,industry_code,amount_A,amount_B,amount_C,A_score,B_score,C_score,bankrupt
2019-04-02,18,CN,94,30954.46,15477.24,7738.61,4,4,4,False
2019-04-02,10523,CN,24,595.48,2381.93,3572.91,3,3,3,False
2019-04-02,111249,TR,75,2319.12,1159.56,579.78,2,2,2,True
2019-04-02,6049,EN,75,2497.09,1248.55,624.27,2,2,2,False
2019-04-02,2959,NL,24,481.05,962.1,1924.2,3,3,3,False
2019-04-02,51024,EN,32,2001.63,4003.25,6004.9,4,4,4,False
2019-04-02,35,CN,59,946.89,710.16,473.44,4,4,4,False
2019-04-02,37,NL,36,5901.28,4425.98,2950.64,2,2,2,False
2019-04-02,2204,TR,91,3199.63,1599.82,799.91,1,1,1,False
2019-04-02,39573,CN,42,25013.52,18760.17,12506.77,4,4,4,False
2019-04-02,1659,CN,8,2055.58,1541.69,1027.79,2,2,2,False
2019-04-02,123582,EN,13,251.76,1007.04,1510.57,4,4,4,True
2019-04-02,24,US,2,9545.06,4772.55,2386.28,3,3,3,False
2019-04-02,20151,EN,68,4815.41,9630.79,14446.28,3,3,3,False
2019-04-02,68003,CN,55,1130.91,2261.81,3392.71,2,2,2,False
2019-04-02,178,EN,25,10916.32,10916.4,10916.37,3,3,3,False
2019-04-02,103144,US,52,223.11,892.43,1338.66,4,4,4,False
2019-04-02,21,TR,40,1083.63,2167.25,4334.52,3,3,3,False
2019-04-02,92421,NL,81,8050.17,16100.31,32200.6,3,3,3,False
2019-04-02,50710,CN,20,2848.12,11392.43,17088.63,4,4,4,True
2019-04-02,12,EN,38,1195.67,1195.66,1195.66,3,3,3,False
2019-04-02,531,CN,79,12651.03,25302.27,37953.49,4,4,4,False
2019-04-02,580,NL,22,4963.54,9927.07,19854.34,1,1,1,False
2019-04-02,11,EN,92,176.12,704.47,1056.7,4,4,4,False
2019-04-02,11,TR,73,1125.19,4500.75,6751.14,2,2,2,False
2019-04-03,11,NL,57,2610.7,5221.4,10442.89,2,2,2,False
2019-04-03,551,US,68,549.67,1099.34,1649.01,1,1,1,False
2019-04-03,271,US,74,2036.67,1018.35,509.17,4,4,4,False
2019-04-03,79669,CN,28,801.7,1603.41,3206.82,1,1,1,False
2019-04-03,70,US,61,1285.4,964.04,642.7,5,5,5,False
2019-04-03,2703,EN,52,16325.25,16325.16,16325.14,3,3,3,False
2019-04-03,11,US,44,14426.48,7213.32,3606.63,3,3,3,False
2019-04-03,2881,TR,26,143.87,575.48,863.22,4,4,4,True
2019-04-03,57623,EN,33,1067.51,533.75,266.88,2,2,2,False
2019-04-03,80,CN,13,270.51,541.02,811.53,4,4,4,False
2019-04-03,53,CN,40,1026.67,2053.35,4106.7,5,5,5,False
2019-04-03,1840,US,73,2860.12,5720.22,11440.49,3,3,3,False
2019-04-03,61,US,59,1407.86,1055.89,703.93,4,4,4,False
2019-04-03,135,CN,41,508.12,2032.5,3048.79,4,4,4,False
2019-04-03,36,EN,50,4648.15,9296.42,18592.57,3,3,3,False
2019-04-03,72,NL,74,239.42,478.84,957.69,3,3,3,False
2019-04-03,3483,CN,10,4075.08,8150.18,12225.34,3,3,3,False
2019-04-03,64129,TR,34,22234.41,11117.32,5558.65,3,3,3,True
2019-04-03,1103,EN,18,1060.67,795.51,530.33,3,3,3,False
2019-04-03,11,NL,87,2367.38,1183.68,591.84,5,5,5,False
2019-04-03,33,NL,64,575.81,575.82,575.81,3,3,3,False
2019-04-03,91763,EN,75,10924.24,21848.43,32772.93,3,3,3,False
2019-04-03,55494,CN,60,7795.01,7794.89,7795.05,3,3,3,True
2019-04-03,14,NL,46,8140.58,16281.1,32561.97,3,3,3,False
2019-04-03,54240,TR,13,8240.41,4120.08,2060.1,1,1,1,True
2019-04-03,106344,EN,66,2504.1,5008.29,7512.21,4,4,4,True
2019-04-03,59,US,51,4470.77,3353.05,2235.35,3,3,3,False
2019-04-03,4511,CN,31,2190.13,4380.19,6570.32,3,3,3,False
2019-04-03,838,EN,79,15469.6,15469.76,15469.59,3,3,3,False
2019-04-03,67,TR,9,6834.07,6834.03,6834.08,4,4,4,False
2019-04-03,16,NL,16,8188.95,16377.96,32754.98,1,1,1,False
2019-04-03,91,CN,39,6447.44,12895.07,19342.68,5,5,5,False
2019-04-03,68439,CN,67,742.8,1485.63,2971.16,3,3,3,False
2019-04-03,16908,EN,62,996.09,996.1,996.09,4,4,4,False
2019-04-03,62,EN,14,30755.57,15377.65,7688.74,4,4,4,False
2019-04-03,724,TR,96,7660.88,15321.62,30643.04,1,1,1,False
2019-04-03,140,US,38,10515.99,5257.99,2628.97,4,4,4,False
2019-04-03,279,EN,56,717.29,717.27,717.3,4,4,4,False
2019-04-03,9279,EN,9,2771.53,5543.16,11086.29,1,1,1,False
2019-04-03,685,EN,70,7300.88,29203.84,43804.45,5,5,5,False
2019-04-03,18,TR,96,819.58,819.58,819.58,3,3,3,True
2019-04-03,35,NL,16,11844.96,11844.71,11844.51,2,2,2,False
2019-04-03,920,US,75,1174.18,1174.12,1174.17,2,2,2,False
2019-04-03,4089,TR,16,1096.94,822.7,548.47,3,3,3,False
2019-04-03,454,EN,15,2701.97,10808.03,16211.82,1,1,1,False
2019-04-03,1717,NL,77,865.91,3463.45,5195.33,2,2,2,False
2019-04-03,13007,EN,2,5727.42,5727.38,5727.55,5,5,5,False
2019-04-03,705,TR,50,204.53,409.05,613.59,4,4,4,False
2019-04-03,123794,CN,93,1194.22,2388.43,3582.6,3,3,3,True
2019-04-03,26,EN,45,13428.27,10071.06,6714.06,2,2,2,False
2019-04-03,62094,NL,54,10769.66,8077.41,5384.78,2,2,2,True
2019-04-03,29,US,98,1448.25,1086.2,724.16,3,3,3,False
2019-04-03,599,CN,25,1964.7,1473.52,982.37,4,4,4,True
2019-04-03,247,EN,75,291.43,582.85,874.3,1,1,1,False
2019-04-03,97,EN,30,3485.81,13943.04,20914.3,1,1,1,False
2019-04-03,104079,NL,80,459.63,919.26,1838.51,4,4,4,True
2019-04-03,36,CN,71,177.07,708.3,1062.52,4,4,4,False
2019-04-03,3299,CN,18,283.59,567.16,1134.32,3,3,3,False
2019-04-03,15513,CN,89,221.9,443.82,887.62,3,3,3,True
2019-04-03,20,EN,67,10744.47,10744.62,10744.87,2,2,2,False
2019-04-03,117938,CN,14,18857.8,14143.56,9428.84,2,2,2,True
2019-04-03,716,EN,57,787.79,1575.65,3151.26,5,5,5,False
2019-04-03,58340,EN,77,1075.75,2151.4,4302.8,3,3,3,False
2019-04-03,2892,CN,29,153.48,613.95,920.91,3,3,3,False
2019-04-03,2433,TR,47,75412.84,37706.67,18853.49,3,3,3,False
2019-04-03,73,US,55,24877.66,12438.93,6219.41,4,4,4,False
2019-04-03,10384,US,41,2878.0,5755.79,8633.72,2,2,2,False
2019-04-03,11,TR,23,562.29,1124.63,2249.21,3,3,3,False
2019-04-03,798,CN,51,562.57,2250.34,3375.41,3,3,3,False
2019-04-03,11,EN,42,263.64,1054.54,1581.76,2,2,2,False
2019-04-03,49,NL,33,2895.06,1447.55,723.77,3,3,3,False
2019-04-03,13,TR,59,31273.67,15636.45,7817.95,3,3,3,False
2019-04-03,56346,US,82,547.87,1095.78,2191.62,3,3,3,False
2019-04-03,1890,US,2,933.7,1867.36,2800.87,3,3,3,False
2019-04-03,3057,EN,67,994.69,994.67,994.67,2,2,2,False
2019-04-03,27279,US,10,17734.98,17735.54,17734.6,3,3,3,False
2019-04-03,6620,US,12,4589.58,3442.26,2294.75,3,3,3,False
2019-04-03,14,EN,49,24180.3,24178.75,24179.35,4,4,4,False
2019-04-03,1663,CN,81,2338.24,9353.23,14030.07,1,1,1,False
2019-04-03,125257,US,18,206.54,413.08,826.22,2,2,2,False
2019-04-03,23,CN,43,23090.54,11545.35,5772.92,5,5,5,False
2019-04-03,1706,NL,32,70375.62,35192.7,17595.3,3,3,3,False
2019-04-03,875,CN,37,2029.7,4059.55,6089.2,2,2,2,False
2019-04-03,119,EN,2,1591.14,795.56,397.79,4,4,4,False
2019-04-03,94440,EN,98,459.95,919.84,1839.67,1,1,1,False
2019-04-03,82,EN,64,201.35,402.69,805.43,3,3,3,False
2019-04-03,13,US,34,20585.64,15439.61,10293.01,4,4,4,False
2019-04-03,103840,TR,35,2213.02,1659.79,1106.53,5,5,5,False
2019-04-03,6324,US,37,6116.69,6116.58,6116.39,2,2,2,False
2019-04-03,70,CN,38,6952.46,6952.7,6952.13,2,2,2,False
2019-04-03,38,NL,24,49986.94,24993.98,12497.13,3,3,3,False
2019-04-03,68628,NL,63,209.72,838.86,1258.26,2,2,2,True
2019-04-03,36,NL,12,1618.78,3237.55,6474.42,2,2,2,False
2019-04-03,640,NL,67,2625.87,10503.33,15755.97,3,3,3,False
2019-04-03,23,TR,69,347.51,1390.09,2085.01,1,1,1,False
2019-04-03,153681,NL,74,653.47,653.49,653.46,4,4,4,True
2019-04-03,10250,US,0,362.88,725.69,1088.69,3,3,3,False
2019-04-03,918,NL,71,23011.27,23010.51,23009.92,3,3,3,False
2019-04-03,7717,EN,53,64994.44,32498.14,16248.76,4,4,4,False
2019-04-03,59669,CN,97,1416.02,2831.99,5663.75,3,3,3,True
2019-04-03,104567,US,8,1635.15,3270.35,4905.35,4,4,4,False
2019-04-04,12494,TR,35,5737.38,11474.53,22951.74,2,2,2,False
2019-04-04,26613,US,36,30824.38,15412.88,7705.62,3,3,3,False
2019-04-04,128,EN,58,6773.72,6772.9,6774.17,4,4,4,False
2019-04-04,120,NL,20,57288.85,28643.45,14321.11,3,3,3,False
2019-04-04,16320,NL,19,6657.62,26630.95,39948.32,1,1,1,False
2019-04-04,9105,TR,0,16381.27,12286.79,8190.64,4,4,4,False
2019-04-04,49611,CN,98,57436.91,28716.88,14358.2,3,3,3,False
2019-04-04,14,NL,58,779.96,1559.97,2339.73,3,3,3,False
2019-04-04,3992,TR,27,12512.11,25026.64,37539.23,5,5,5,False
2019-04-04,2382,NL,70,317.97,635.98,953.85,4,4,4,False
2019-04-04,14514,US,55,25224.44,18920.44,12613.61,1,1,1,False
2019-04-04,11,TR,8,562.61,562.63,562.61,3,3,3,False
2019-04-04,20242,TR,64,5611.93,11224.16,16836.53,3,3,3,False
2019-04-04,60,TR,35,471.35,942.69,1885.22,1,1,1,False
2019-04-04,3820,NL,97,626.14,2504.63,3756.61,1,1,1,True
2019-04-04,1643,TR,33,1446.97,1085.17,723.45,3,3,3,False
2019-04-04,206,US,80,1667.22,3334.51,5001.47,3,3,3,False
2019-04-04,7735,CN,31,274.67,549.37,1098.75,4,4,4,False
2019-04-04,102203,CN,65,31226.92,15611.61,7805.92,3,3,3,True
2019-04-04,58,EN,99,27162.01,13579.09,6789.48,4,4,4,False
2019-04-04,7962,US,24,1660.51,6641.56,9961.74,4,4,4,False
2019-04-04,53,US,50,1501.77,1126.42,750.89,3,3,3,False
2019-04-04,25545,TR,62,314.19,628.35,942.6,3,3,3,False
2019-04-04,200,EN,89,1702.65,1277.06,851.24,5,5,5,False
2019-04-04,229,US,44,3295.4,1647.73,823.95,3,3,3,False
2019-04-04,10546,US,25,452.73,905.4,1810.87,3,3,3,True
2019-04-04,395,US,20,937.25,937.26,937.3,3,3,3,False
2019-04-04,34,NL,81,3920.62,15685.07,23525.8,3,3,3,False
2019-04-04,154277,US,92,328.29,656.64,1313.29,2,2,2,True
2019-04-04,1717,NL,50,138.05,552.29,828.42,3,3,3,False
2019-04-04,2312,US,23,289.79,579.57,869.33,2,2,2,False
2019-04-04,2352,CN,91,1527.91,3056.28,4584.02,4,4,4,False
2019-04-04,40157,NL,11,1169.05,584.55,292.26,3,3,3,False
2019-04-04,19,NL,10,1222.95,2446.36,4892.31,2,2,2,False
2019-04-04,12,TR,26,1861.68,3722.9,5584.36,3,3,3,False
2019-04-04,113,US,22,19464.63,9732.64,4866.01,4,4,4,False
2019-04-04,889,EN,32,3860.95,1930.5,965.33,5,5,5,False
2019-04-04,40,EN,79,3410.29,3410.13,3410.38,1,1,1,False
2019-04-04,3916,EN,91,121.13,484.55,726.72,4,4,4,False
2019-04-04,12,EN,91,12907.26,12907.33,12908.06,5,5,5,False
2019-04-04,13217,CN,37,4182.09,3136.42,2091.16,3,3,3,True
2019-04-04,5534,EN,54,627.86,1255.9,2511.54,5,5,5,False
2019-04-04,23,TR,69,1663.78,3327.6,4991.23,5,5,5,False
2019-04-04,45,EN,41,1501.42,3002.71,6005.98,3,3,3,False
2019-04-04,16068,TR,28,3513.67,14056.05,21081.35,4,4,4,False
2019-04-04,10732,NL,33,50661.51,25328.73,12666.66,2,2,2,False
2019-04-04,17426,US,56,4795.39,19183.9,28776.92,5,5,5,False
2019-04-04,57,EN,2,582.68,2331.41,3496.6,3,3,3,False
2019-04-04,112977,TR,5,4635.83,9271.21,13908.12,3,3,3,False
2019-04-04,5355,TR,47,1366.69,2733.24,5466.52,4,4,4,False
2019-04-04,12,US,63,6218.09,12433.64,18656.7,4,4,4,False
2019-04-04,318,NL,12,1659.91,830.02,414.98,4,4,4,False
2019-04-04,2916,EN,35,635.53,635.55,635.55,1,1,1,False
2019-04-04,17,TR,78,5788.71,11578.64,23153.33,3,3,3,False
2019-04-04,50082,EN,69,56715.71,28358.91,14179.04,4,4,4,False
2019-04-04,8522,CN,32,518.18,2073.19,3109.5,3,3,3,False
2019-04-04,12,TR,75,210.41,420.86,841.77,5,5,5,False
2019-04-04,57443,NL,56,6437.27,12875.84,19314.49,4,4,4,False
2019-04-04,138,US,54,2721.04,5440.9,10883.4,3,3,3,False
2019-04-04,238,TR,12,29226.99,21924.37,14615.12,3,3,3,False
2019-04-04,12065,CN,96,7408.22,5556.04,3703.5,1,1,1,True
2019-04-04,2280,US,50,8774.61,17550.72,35099.47,3,3,3,False
2019-04-04,200,NL,91,1236.79,2473.56,4946.92,2,2,2,False
2019-04-04,32,EN,52,254.76,509.63,1019.15,3,3,3,False
2019-04-04,504,EN,35,1059.77,2119.61,3179.47,4,4,4,False
2019-04-04,1053,TR,4,3404.05,2553.15,1701.92,3,3,3,True
2019-04-04,1951,US,24,446.2,892.61,1784.93,1,1,1,False
2019-04-04,1433,CN,80,3190.59,6378.94,9568.31,4,4,4,False
2019-04-04,1658,CN,36,2947.37,5895.16,11790.96,3,3,3,False
2019-04-04,311,NL,18,1038.79,4154.69,6231.54,3,3,3,False
2019-04-04,857,US,34,35081.21,17543.18,8768.38,3,3,3,False
2019-04-04,41,US,33,16716.88,16718.65,16718.67,3,3,3,False
2019-04-04,16,EN,53,1723.3,6893.34,10339.19,2,2,2,False
2019-04-04,1465,NL,45,2791.3,2093.83,1396.01,3,3,3,False
2019-04-04,11,NL,5,7053.96,28210.88,42315.63,2,2,2,False
2019-04-04,12,NL,82,2012.24,2012.47,2012.34,4,4,4,False
2019-04-04,29,US,0,1469.74,734.99,367.52,5,5,5,False
2019-04-04,20,EN,70,1887.36,3774.42,7549.07,2,2,2,False
2019-04-04,99,NL,33,4717.52,9435.17,14154.21,5,5,5,False
2019-04-04,96,EN,55,57496.01,28752.81,14374.09,5,5,5,False
2019-04-04,14,NL,82,1603.1,801.67,400.82,3,3,3,False
2019-04-04,29,US,96,190.57,381.18,762.38,1,1,1,False
2019-04-04,11,EN,25,2004.09,8017.9,12023.67,3,3,3,False
2019-04-04,77,TR,41,2773.27,5546.19,8317.94,3,3,3,False
2019-04-04,14156,NL,90,853.83,1707.22,2561.18,2,2,2,True
2019-04-04,34,US,37,4488.85,4488.41,4489.98,2,2,2,False
2019-04-04,2263,EN,25,172.53,345.1,690.04,2,2,2,True
2019-04-04,13,CN,98,5524.75,2761.87,1381.11,2,2,2,False
2019-04-04,11,US,58,13334.43,9997.39,6667.06,4,4,4,False
2019-04-04,405,US,83,12866.6,9650.93,6433.29,4,4,4,False
2019-04-04,264,CN,23,450.41,1801.73,2703.04,3,3,3,False
2019-04-04,19,CN,20,23338.12,17500.43,11669.21,3,3,3,False
2019-04-04,41,TR,59,1561.43,3122.77,6245.7,5,5,5,False
2019-04-04,11,TR,89,19932.48,14951.5,9967.47,5,5,5,False
2019-04-04,14390,TR,19,5730.69,11460.51,17195.42,4,4,4,False
2019-04-04,47,US,5,644.02,2575.82,3863.79,3,3,3,False
2019-04-04,23,US,66,475.42,950.93,1901.62,3,3,3,False
2019-04-04,15623,US,9,4191.19,4190.68,4191.09,4,4,4,False
2019-04-04,11,TR,11,823.4,1646.8,2469.62,5,5,5,False
2019-04-04,40,EN,96,473.6,947.17,1420.82,4,4,4,False
2019-04-04,33,US,21,11355.69,11357.49,11357.01,4,4,4,False
2019-04-04,33,US,61,1560.96,3122.5,4683.12,3,3,3,False
2019-04-04,11,US,60,1897.77,948.67,474.51,3,3,3,False
2019-04-04,74324,TR,79,978.85,734.04,489.37,2,2,2,True
2019-04-04,31890,NL,16,1068.12,2137.0,3205.23,2,2,2,False
2019-04-04,154,TR,9,13776.28,13777.45,13777.33,4,4,4,False
2019-04-04,219,NL,11,341.32,682.75,1023.84,4,4,4,False
2019-04-04,549,TR,82,743.83,2974.96,4463.18,3,3,3,False
2019-04-04,320,EN,39,2391.0,4781.63,7169.86,1,1,1,False
2019-04-05,11504,EN,22,3887.16,15552.84,23326.75,5,5,5,False
2019-04-05,361,US,39,232.52,465.15,697.69,3,3,3,False
2019-04-05,19,TR,73,1714.72,1715.04,1715.47,5,5,5,False
2019-04-05,14,NL,73,4888.26,9773.2,14661.37,3,3,3,False
2019-04-05,61048,NL,49,24814.1,18606.08,12406.86,2,2,2,True
2019-04-05,11,EN,9,1540.59,3081.26,6160.84,3,3,3,False
2019-04-05,47616,US,93,5804.69,4353.41,2901.55,3,3,3,True
2019-04-05,3976,NL,3,7053.33,3526.9,1764.05,3,3,3,False
2019-04-05,138,TR,0,57734.78,28872.84,14436.34,2,2,2,False
2019-04-05,19,US,42,6851.32,13702.16,27403.87,2,2,2,False
2019-04-05,51,TR,82,6322.35,12645.57,25292.96,2,2,2,False
2019-04-05,587,TR,4,47823.93,23909.54,11954.34,4,4,4,False
2019-04-05,2659,EN,93,25567.66,19174.49,12782.61,2,2,2,False
2019-04-05,4024,TR,89,801.78,1604.27,2405.94,4,4,4,False
2019-04-05,224,CN,33,5137.83,5138.61,5137.74,4,4,4,False
2019-04-05,98,US,65,1211.62,4844.93,7269.27,3,3,3,False
2019-04-05,10105,CN,23,6509.18,13016.8,19528.08,1,1,1,False
2019-04-05,66510,TR,13,3787.65,2841.41,1894.5,2,2,2,True
2019-04-05,58322,TR,40,56535.38,42416.36,28273.78,3,3,3,False
2019-04-05,759,EN,41,1267.15,633.6,316.84,2,2,2,False
2019-04-05,12,EN,12,963.19,722.49,481.48,2,2,2,False
2019-04-05,12,EN,28,123.66,494.58,741.86,3,3,3,False
2019-04-05,135,EN,64,6390.1,6389.22,6387.71,1,1,1,False
2019-04-05,6606,NL,45,977.47,977.71,977.6,1,1,1,True
2019-04-05,400,EN,33,1201.2,2402.76,3604.08,4,4,4,False
2019-04-05,1870,TR,62,2385.9,1193.12,596.36,3,3,3,False
2019-04-05,24840,TR,3,136.82,547.14,820.68,5,5,5,False
2019-04-05,11,US,27,232.36,464.63,697.11,1,1,1,False
2019-04-05,65248,CN,82,1560.31,6241.63,9361.88,1,1,1,False
2019-04-05,63,NL,0,3509.31,3508.61,3509.62,4,4,4,False
2019-04-05,11,NL,35,17267.79,17265.86,17266.4,3,3,3,False
2019-04-05,22597,US,12,211.23,422.34,844.87,5,5,5,False
2019-04-05,73864,US,4,27362.41,13682.22,6841.3,4,4,4,True
2019-04-05,10142,EN,96,3149.37,6299.31,12599.6,3,3,3,False
2019-04-05,15596,US,13,504.81,504.77,504.83,3,3,3,True
2019-04-05,34751,NL,79,12726.82,25469.15,38199.65,4,4,4,False
2019-04-05,537,CN,31,1085.51,2172.04,3257.74,4,4,4,False
2019-04-05,3527,CN,49,3051.53,6105.43,9157.11,2,2,2,False
2019-04-05,41,NL,26,15659.15,11744.52,7830.75,3,3,3,False
2019-04-05,30,EN,34,899.65,1799.24,3598.45,3,3,3,False
2019-04-05,1501,CN,2,243.67,487.33,731.09,4,4,4,False
2019-04-05,6746,CN,3,890.27,890.16,890.21,4,4,4,False
2019-04-05,127,EN,6,2478.22,4957.76,7435.42,2,2,2,False
2019-04-05,131,CN,76,2768.24,2768.28,2768.15,4,4,4,False
2019-04-05,93986,TR,2,663.33,663.23,663.23,5,5,5,False
2019-04-05,513,NL,80,1143.03,4574.6,6856.96,2,2,2,False
2019-04-05,138065,CN,58,1151.1,2301.87,3452.26,3,3,3,True
2019-04-05,31395,CN,73,30876.28,15440.4,7720.44,3,3,3,True
2019-04-05,2165,EN,0,303.89,1215.14,1822.22,3,3,3,False
2019-04-05,11,CN,27,10754.88,10755.45,10753.15,4,4,4,False
2019-04-05,44,EN,58,16902.89,16902.2,16901.2,2,2,2,False
2019-04-05,160,NL,52,200.74,401.5,602.09,4,4,4,False
2019-04-05,2534,TR,9,116.93,468.01,701.71,1,1,1,False
2019-04-05,125,US,70,1020.25,4081.84,6120.03,3,2,3,False
2019-04-05,20627,NL,2,730.4,730.63,730.53,2,2,2,False
2019-04-05,2859,CN,6,5456.13,4091.59,2728.24,3,3,3,False
2019-04-05,74,TR,8,4488.74,4488.52,4487.54,3,3,3,False
2019-04-05,12259,US,98,145.08,290.01,580.17,5,5,5,False
2019-04-05,47,US,89,866.89,1733.29,2599.38,4,4,4,False
2019-04-05,12,CN,68,18702.93,9351.39,4676.72,3,3,3,False
2019-04-05,17,US,12,188.49,753.62,1130.88,3,3,3,False
2019-04-05,11,US,93,4173.23,8341.25,12514.68,3,3,3,False
2019-04-05,21778,NL,39,7210.82,7209.9,7212.97,4,4,4,False
2019-04-05,1864,NL,61,182.86,731.35,1097.69,3,3,3,True
2019-04-05,950,US,61,67908.86,33949.52,16982.48,2,2,2,False
2019-04-05,2830,EN,9,5505.77,4130.75,2752.99,3,3,3,False
2019-04-05,2558,CN,86,1378.39,689.17,344.53,1,1,1,False
2019-04-05,895,EN,10,347.56,1389.94,2084.87,2,2,2,False
2019-04-05,24571,EN,75,4314.03,4312.67,4314.32,5,5,5,False
2019-04-05,208,US,61,1063.77,1063.92,1063.59,1,1,1,False
2019-04-05,15651,CN,76,2067.72,4135.8,6204.7,3,3,3,False
2019-04-05,12586,EN,55,15717.08,7859.04,3928.19,4,4,4,False
2019-04-05,20,NL,48,1809.49,904.98,452.36,5,5,5,True
2019-04-06,241,NL,15,3073.73,1537.71,768.81,3,3,3,False
2019-04-06,22463,CN,72,1401.98,1402.6,1402.48,2,2,2,False
2019-04-06,21391,EN,73,919.54,689.56,459.93,5,5,5,True
2019-04-06,11,TR,92,12431.67,24858.53,37299.99,4,4,4,False
2019-04-06,24,TR,8,4070.02,3052.71,2034.52,3,3,3,False
2019-04-06,171,CN,32,1260.9,2520.68,5044.47,2,2,2,False
2019-04-06,11,CN,87,1800.23,899.31,449.97,1,1,1,True
2019-04-06,32,TR,34,220.28,440.35,660.88,2,2,2,False
2019-04-06,32,EN,74,1241.41,4964.26,7445.63,4,4,4,False
2019-04-06,23,EN,38,2540.7,10162.92,15252.46,2,2,2,False
2019-04-06,126,US,76,5938.4,5938.37,5938.74,2,2,2,False
2019-04-06,17269,CN,86,6474.11,4854.62,3235.57,2,2,2,False
2019-04-06,28,EN,24,15361.83,15363.5,15359.0,3,3,3,False
2019-04-06,1090,TR,79,610.52,1221.43,2443.19,2,2,2,False
2019-04-06,815,TR,55,332.19,664.69,996.39,5,5,5,False
2019-04-06,18317,NL,47,1018.08,763.26,509.1,2,2,2,False
2019-04-06,123,EN,84,3163.31,12649.41,18980.41,5,5,5,False
2019-04-06,24,US,9,8327.36,16658.96,33318.72,5,5,5,False
2019-04-06,44288,US,40,8370.23,4185.21,2092.16,4,4,4,False
2019-04-06,21934,CN,82,3884.94,2914.59,1942.64,1,1,1,True
2019-04-06,1743,NL,98,55735.9,41828.19,27861.73,2,2,2,False
2019-04-06,13,TR,58,322.36,644.58,967.03,2,2,2,False
2019-04-06,11,TR,27,1533.06,6132.24,9195.52,3,3,3,False
2019-04-06,18,CN,40,1171.49,585.88,292.87,2,2,2,False
2019-04-06,20,US,65,270.95,541.88,1083.53,1,1,1,False
2019-04-09,15,US,50,1445.57,722.96,361.42,2,2,2,False
2019-04-09,33,TR,61,7447.54,5584.12,3722.89,3,3,3,False
2019-04-09,67,CN,29,4242.33,2121.03,1060.83,1,1,1,False
2019-04-09,8556,EN,39,3395.54,1698.44,848.99,2,2,2,False
2019-04-09,4995,NL,39,5407.82,4057.86,2703.0,2,2,2,True
2019-04-09,13,US,68,252.17,503.73,1008.17,4,4,4,False
2019-04-09,123669,US,61,5739.83,5736.37,5740.82,2,2,2,True
2019-04-09,8323,US,14,438.14,875.63,1313.94,4,4,4,False
2019-04-09,17,EN,99,26539.97,26538.48,26531.65,3,3,3,False
2019-04-09,14,EN,2,10423.45,7817.32,5213.41,4,4,4,False
2019-04-09,12,NL,23,20455.95,10222.84,5114.39,3,3,3,False
2019-04-09,6522,US,40,8859.47,4431.1,2213.94,5,5,5,False
2019-04-09,27,TR,62,286.25,1144.25,1717.22,2,2,2,False
2019-04-09,12,US,47,20967.34,20970.12,20976.83,4,4,4,False
2019-04-09,167,NL,60,963.66,722.79,481.77,2,2,2,True
2019-04-09,4946,NL,47,1565.44,3131.85,6266.79,4,4,4,False
2019-04-09,48,TR,46,778.74,778.43,778.55,1,1,1,False
2019-04-09,337,EN,55,308.33,616.29,925.23,3,3,3,False
2019-04-09,20,TR,75,193.39,386.76,773.46,3,3,3,False
2019-04-09,182,NL,7,5665.37,5661.89,5665.67,3,3,3,False
2019-04-09,84,TR,77,62391.93,31184.31,15605.95,3,3,3,False
2019-04-09,192,US,17,1136.24,2273.39,4544.97,3,3,3,False
2019-04-09,277,NL,83,5728.28,4297.96,2865.78,4,4,4,False
2019-04-09,13,EN,22,4649.7,9291.11,13945.57,2,2,2,False
2019-04-09,13,EN,68,570.75,570.6,570.58,2,2,2,False
2019-04-09,32,TR,64,17680.5,8845.83,4421.99,4,4,4,False
2019-04-09,14,TR,45,1089.08,2179.37,4353.4,2,2,2,False
2019-04-09,30,TR,65,18320.77,9159.72,4578.94,5,5,5,False
2019-04-09,11,US,79,10370.09,10364.36,10371.93,3,3,3,False
2019-04-09,77,EN,68,1241.41,620.7,310.3,1,1,1,False
2019-04-09,22,NL,21,4705.12,9413.34,14120.26,1,1,1,False
2019-04-09,44621,NL,64,659.33,658.8,659.27,4,4,4,False
2019-04-09,29679,EN,11,24379.4,12184.87,6092.14,4,4,4,False
2019-04-09,46,TR,18,36357.01,18172.7,9092.34,2,2,2,False
2019-04-09,310,CN,21,12493.62,9372.74,6242.96,2,2,2,False
2019-04-09,95760,TR,54,375.28,1501.35,2253.48,5,5,5,True
2019-04-09,548,EN,61,2199.35,1099.25,549.42,3,3,3,False
2019-04-09,26412,US,50,8606.13,8607.73,8606.81,2,2,2,False
2019-04-09,20271,TR,47,8398.56,16781.38,33580.64,3,3,3,False
2019-04-09,80466,NL,16,35110.02,26318.1,17557.22,5,5,5,False
2019-04-09,49,US,12,2918.5,1459.35,729.95,3,3,3,False
2019-04-09,11,EN,27,563.02,1126.63,2252.71,3,3,3,False
2019-04-09,13,CN,66,2229.8,4463.66,8922.03,2,2,2,False
2019-04-09,959,TR,4,924.45,924.18,924.43,4,4,4,True
2019-04-09,590,US,99,2419.17,1814.05,1208.96,2,2,2,False
2019-04-09,45,US,59,596.56,1193.09,2386.4,3,3,3,False
2019-04-09,29,NL,14,981.5,736.35,490.6,3,3,3,False
2019-04-09,4986,TR,80,1825.74,3652.12,5477.57,3,3,3,True
2019-04-09,69,CN,43,28921.18,28912.2,28937.82,2,2,2,False
2019-04-09,1414,US,45,3364.4,13451.23,20190.34,4,4,4,False
